april 18, 2014
april 24, 2014
49.68
488.0
sa:Stacey & Adam,jk:Jay & Kamea,b:Business,aj:Adam & Jay
0.0,11.0,p:sa
11.0,126.2,p:jk
126.2,155.8,b
155.8,176.0,p:jk
176.0,210.1,p:sa
210.1,214.2,p:jk
214.2,234.0,b
234.0,266.8,p:sa
266.8,328.4,p:sa
328.4,341.6,b
341.6,361.7,p:aj
361.7,374.2,b
374.2,404.7,p:sa
404.7,461.0,b
461.0,488.0,p:sa
